index,date,region,hotel,review_positive,tag1,tag2,tag3
227,2021-12-01,부산,웨스틴 조선 부산,한국 제일의 해수욕장을 파노라마처럼 관람할 수 있는 환상적인 호텔입니다. TV를 켤 시간이 없었습니다. 지금까지 다녀 본 호텔중에 최고인듯....,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
228,2021-11-01,부산,웨스틴 조선 부산,공원뷰 예약했는데 뷰가 좋았습니다.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
229,2021-11-01,부산,웨스틴 조선 부산,좋은 위치와 친절한 직원,"위치 (산, 해변, 볼거리와 가까움)",친절 / 서비스,
230,2021-11-01,부산,웨스틴 조선 부산,청결 친절,청결,친절 / 서비스,
231,2021-11-01,부산,웨스틴 조선 부산,정결 친절,청결,친절 / 서비스,
232,2021-11-01,부산,웨스틴 조선 부산,방 공원쪽 이지만 야경이 좋았다,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
233,2021-11-01,부산,웨스틴 조선 부산,해운대뷰가 가장좋은 호텔,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
234,2021-11-01,부산,웨스틴 조선 부산,"아침식사와 위치는 당연 좋죠.. 그래서 가끔 홍캉스 이용해요.. 식사인원도 많고 그런데, 직원분들 분주하게 빠르게 채워주시고, 친절도 하고,, 역시 조선비치구나 했어요.. 다음에도 또 이용할거예요~ 최고입니다.","식사 (조식, 석식, 룸서비스)","위치 (산, 해변, 볼거리와 가까움)",
235,2021-11-01,부산,웨스틴 조선 부산,뷰는 부산에서 최고 다른건몰라도 뷰만 보면 부산역대급 다음에 오더라도 뷰 때문에 여기 묶을 듯 아무리 올드한 느낌은 지울수없지만 역시 최고,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
236,2021-11-01,부산,웨스틴 조선 부산,로케이션,"위치 (산, 해변, 볼거리와 가까움)",,
237,2021-11-01,부산,웨스틴 조선 부산,부모님 모시고 호텔잡았는데 역시 명성 어디안가는 느낌이었습니다 깔끔하고 오션뷰 너무 좋았어요 ~ 화장실 수압 장난아니구 무엇보다 헤븐리 침대가 와우...녹았습니다...침대맛집이내요 ㅠㅠㅠ 외출시 정리도 잘 해주셨구 그냥 모든게 다 맘에 들었습니다 ㅠㅠㅠ,룸컨디션(가구 / 시설),"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
238,2021-11-01,부산,웨스틴 조선 부산,위치가 해변에서 가까워서 좋았음,"위치 (산, 해변, 볼거리와 가까움)",,
239,2021-11-01,부산,웨스틴 조선 부산,위치 전망 직원분들의 친절도 정말 최고입니다,"위치 (산, 해변, 볼거리와 가까움)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",친절 / 서비스
240,2021-11-01,부산,웨스틴 조선 부산,직원들이 너무 친절하다,친절 / 서비스,,
241,2021-10-01,부산,웨스틴 조선 부산,오션뷰가 좋았는데 호텔 어디든지 오션뷰를 감상할수있어서 다음에 간다면 파크뷰 이용할거같습니다 창문열면 파도소리가 들려와용,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","위치 (산, 해변, 볼거리와 가까움)",
243,2021-10-01,부산,웨스틴 조선 부산,"특1급 답게 모든점이 좋고요, 특히 바다 전망은 최고입니다 호텔 주변 인프라도 훌륭하고요",all,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",인근시설(편의점 / 마트 / 시장)
244,2021-09-01,부산,웨스틴 조선 부산,직원분들이 친절하시고 서비스가 참 좋았습니다. 뷔페를 이용할 때는 혼자 가서 그런지 자리도 편한 곳으로 안내해주시고 음식도 만족스러웠습니다. 이틀 묵는동안 하우스키핑도 아주 깔끔하고 전반적으로 정말 좋았습니다. 여름 휴가를 못가서 연휴 이용해서 이틀간 묵었는데 머무는 동안 아주 편안히 쉬다 갑니다!,친절 / 서비스,"식사 (조식, 석식, 룸서비스)",
245,2021-09-01,부산,웨스틴 조선 부산,오션뷰객실로 너무마음에들었습니다,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
246,2021-09-01,부산,웨스틴 조선 부산,바다와 너무 가깝고 침구가 정말 편했어요,"위치 (산, 해변, 볼거리와 가까움)",룸컨디션(가구 / 시설),
247,2021-09-01,부산,웨스틴 조선 부산,아주아주 좋아요  ㅇ 허두 오렌많에날추억이나서 좋았어요ㅣ,all,,
248,2021-09-01,부산,웨스틴 조선 부산,시설이 오래된 거 말고는 좋았어요,all,,
249,2021-08-01,부산,웨스틴 조선 부산,전반적으로 편안하고 좋았습니다,all,,
250,2021-08-01,부산,웨스틴 조선 부산,직원들이친절하세요^^,친절 / 서비스,,
251,2021-08-01,부산,웨스틴 조선 부산,해운대 비치뷰가 최고. 직원들이 친절한 서비스,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",친절 / 서비스,
252,2021-08-01,부산,웨스틴 조선 부산,위치가 좋고 비교적 직원들은 친절한편이었음,"위치 (산, 해변, 볼거리와 가까움)",친절 / 서비스,
253,2021-08-01,부산,웨스틴 조선 부산,바다 뷰는 최고,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
254,2021-07-01,부산,웨스틴 조선 부산,"직원의 친절도, 침대의 편안함, 청결함, 오션뷰 좋았어요",친절 / 서비스,룸컨디션(가구 / 시설),청결
255,2021-07-01,부산,웨스틴 조선 부산,동백섬을 끼고 있어 산책하기 좋고 ocaen view는 최고임,"위치 (산, 해변, 볼거리와 가까움)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
256,2021-06-01,부산,웨스틴 조선 부산,무엇보다 위치가 최고입니다. 해운대도 가깝고 다른 곳으로 다니기도 너무 편리했어요.,"위치 (산, 해변, 볼거리와 가까움)",교통 / 접근성,
257,2021-07-01,부산,웨스틴 조선 부산,"환상적인 뷰.  해운대가 가장 아름답게 보이는 뷰에요.  오션뷰 룸이 없어서, 이그젝큐티브 공원뷰를 예약했어요.  이그젝큐티브 라운지에서 오션뷰가 좋거든요.  아직 캐리어를 입구에서 받아서 방에 가져다주는 서비스를 하는 호텔이 여기 말고도 있는지 모르겠네요. 친절하고 오랜 호텔의 단정함과 우아함이 있어요.  룸 내부는 현대적 호텔보다 좀 떨어지지만, 대접받는 기분이 많이 드는 호텔입니다.  비싸지만 빵집도 괜찮고  전체적으로 음식이 다 괜찮아요.","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",친절 / 서비스,"식사 (조식, 석식, 룸서비스)"
259,2021-07-01,부산,웨스틴 조선 부산,숙소정리 해주신 housekeeper 감사합니다.,청결,,
260,2021-07-01,부산,웨스틴 조선 부산,"위치, 룸 뷰, 음식 다 좋음","위치 (산, 해변, 볼거리와 가까움)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","식사 (조식, 석식, 룸서비스)"
261,2021-07-01,부산,웨스틴 조선 부산,호텔 입지와 뷰가 너무 좋았습니다. 해운대 해변이 보이는 뷰는 정말로 봐도봐도 질리지가 않네요. 그리고 호텔 근처에 걸어서 방문하기 좋은 곳들이 다양해서 너무 좋았습니다. 걸어서 더베이101에 가서 센텀의 야경을 보는 것도 너무 좋았네요. 그래도 무엇보다 가장 좋은건 해운대 해변을 걸어서 갈 수 있다는 점이고요. 시설도 명성 그래도 너무 좋았습니다.,"위치 (산, 해변, 볼거리와 가까움)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
262,2021-07-01,부산,웨스틴 조선 부산,까밀리아에서 바라보는바다뷰가 정말 짱! 룸역시 바다퓨가 보여서 넘 좋았습니다,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
263,2021-05-01,부산,웨스틴 조선 부산,"해운대 바로앞, 친절한 직원","위치 (산, 해변, 볼거리와 가까움)",친절 / 서비스,
264,2021-06-01,부산,웨스틴 조선 부산,직원분들 친절하고 좋았어요,친절 / 서비스,,
265,2021-06-01,부산,웨스틴 조선 부산,"해운대 호텔이 대체로 방이 그리 크지 않아서 그건 감안하고요. 해운대 씨뷰로는 가장 좋아요 창문 너머 풍경만 봐도 이미 힐링이네요 아침 일출 때도 멋지고 동백섬 산책도 하고. 바닷물에도 발 담궈보고.. 다시 가고 싶어요 단, 더 큰 방으로","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
266,2021-04-01,부산,웨스틴 조선 부산,동백섬이 옆에 있어서 산책하기가 좋았습니다,"위치 (산, 해변, 볼거리와 가까움)",,
267,2021-06-01,부산,웨스틴 조선 부산,"일단 너무 깨끗하고, 수압도 좋았고, 수건도 넉넉하게 많아서 너무너무 좋았습니다 !  직원분들도 친절하시고..ෆ 말뭐ㅠㅠ 남자친구도 너무 마음에 들어했습니다 !!  또 방문할거에요 !",청결,친절 / 서비스,
269,2021-05-01,부산,웨스틴 조선 부산,200% 만족했던 숙소. P 호텔을 주로 가다 이전에 한번 웨스틴 조선 호텔 방문한 뒤로 뷰에 반해서 여기만 갑니다..최고!,all,,
270,2021-05-01,부산,웨스틴 조선 부산,"조식이맛있었고, 직원분들도 너무 친절하셨습니다. deluxe로 예약하고 방을 업그레이드 했지만, 업그레이드한 만큼 방이 좋아서 편안히 머물다 왔습니다.","식사 (조식, 석식, 룸서비스)",친절 / 서비스,
271,2021-05-01,부산,웨스틴 조선 부산,구관이 명관이라는 소리가 딱 어울리는 웨스틴 조선호텔이었습니다. 얼리채크인부터 생일자 감동 서비스. 조식시간을 잘못알아서 (저희 잘못이었어요) 조식을 놓칠 뻔 했는데 카멜리아 매니저님께서 룸서비스로 조식을 올려주셔서 진짜 일행모두 너무나 감동했습니다. 또한 둘째날에 놓친 카멜리아 조식을 할 수 있게 해주신 점까지.... 세심한 하나하나에 너무 감동했고. 라운지 서비스도 명성그대로 였습니다.  무조건 부산올 때는 웨스틴조선으로 고정할 뎨획입니다. 감사했습니다.,친절 / 서비스,,
272,2021-05-01,부산,웨스틴 조선 부산,부산에 오면 무조건 조선호텔입니다. 그만 큼 브랜드가치가 있습니다.,all,,
273,2021-05-01,부산,웨스틴 조선 부산,"호텔 위치가 아주 좋아서 , 산책로와 바다가 동시에 만족 합나다 .","위치 (산, 해변, 볼거리와 가까움)",,
274,2021-05-01,부산,웨스틴 조선 부산,친절한 직원과 오션뷰 특히 오션뷰 보러 간거라 만족스럽습니다.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
275,2021-05-01,부산,웨스틴 조선 부산,항상 깨끗하고 청결합니다.,청결,,
276,2021-05-01,부산,웨스틴 조선 부산,전망 좋아요,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
277,2021-05-01,부산,웨스틴 조선 부산,해운대의 옛 정취를 느낄수있고 바다. 동백섬과 접근성이 우수한점,"위치 (산, 해변, 볼거리와 가까움)",,
278,2021-04-01,부산,웨스틴 조선 부산,"서비스 및 청결, 그리고 위치는 최고에요~!",친절 / 서비스,청결,"위치 (산, 해변, 볼거리와 가까움)"
279,2021-04-01,부산,웨스틴 조선 부산,훌륭한 접객,친절 / 서비스,,
280,2021-03-01,부산,웨스틴 조선 부산,해운대랑 가까이있어 좋았습니다.,"위치 (산, 해변, 볼거리와 가까움)",,
281,2021-04-01,부산,웨스틴 조선 부산,"라운지가 포함된 숙소를 머물렀었다 보니, 라운지 서비스를 기반으로 후기를 작성합니다.  라운지 직원들의 서비스도 좋았고, 음식도 맛있었습니다. 다음에도 되면 이용할 예정입니다.",친절 / 서비스,"식사 (조식, 석식, 룸서비스)",
282,2021-03-01,부산,웨스틴 조선 부산,반달형 해운대 해변이 보이는 방이라면 더욱 돋보이는 호텔,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
283,2021-03-01,부산,웨스틴 조선 부산,뷰가 상당히 좋았고 산책코스로서도 만족합니다,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","위치 (산, 해변, 볼거리와 가까움)",
284,2021-03-01,부산,웨스틴 조선 부산,"Room의 청결상태, 침대상태, 해변전망, 룸가구 등 아주 좋았습니다.",청결,룸컨디션(가구 / 시설),"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)"
285,2021-03-01,부산,웨스틴 조선 부산,"남편 생일 기념 여행이었는데, 체크인 할때부터 직원분들이 축하해주시고 섬세하게 잘 챙겨주셔서 덕분에 행복한 여행 했습니다. 부산을 다시 방문하게 된다면 망설임 없이 웨스틴 조선에서 묵을 거예요.",친절 / 서비스,,
286,2021-02-01,부산,웨스틴 조선 부산,서비스가좋았어요,친절 / 서비스,,
287,2021-01-01,부산,웨스틴 조선 부산,오션 뷰가 좋았습니다.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
288,2021-02-01,부산,웨스틴 조선 부산,위치랑 해변이 바로보이는 뷰가 매우좋습니다. 이그제큐티브룸 이용하였는데 라운지 해피아워 및 조식이 생각보다좋았으며 다시 꼭 오고싶은 호텔이였습니다.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","식사 (조식, 석식, 룸서비스)",
289,2021-02-01,부산,웨스틴 조선 부산,해변전망 위치 룸의 경치는 가히 최고임.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
290,2021-02-01,부산,웨스틴 조선 부산,"위치가 정말 좋았습니다. 해운대, 동백섬이 바로 근처에 있어서 산책, 조깅하기가 좋았고 주변에 식사할 곳도 많습니다. 시설 자체는 오래된 느낌이 있지만 굉장히 청결한 상태를 유지하고 있어서 불편함 없이 머무를수 있었습니다. 방안에서 보이는 해변뷰는 정말 최고였습니다!","위치 (산, 해변, 볼거리와 가까움)",인근시설(편의점 / 마트 / 시장),"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)"
291,2021-02-01,부산,웨스틴 조선 부산,방음 시설이 잘되어 있어 편한 시간을 보냈습니다.,조용함,,
292,2021-01-01,부산,웨스틴 조선 부산,뷰가 좋아요,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
293,2021-01-01,부산,웨스틴 조선 부산,편안한 여행됐어요~,all,,
294,2021-01-01,부산,웨스틴 조선 부산,뷰~~가좋고 청결하고 써비스 ok,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",친절 / 서비스,
295,2021-01-01,부산,웨스틴 조선 부산,주차,,,
296,2021-01-01,부산,웨스틴 조선 부산,저녁식사보다 조식이 더 좋았음. 뷰도멋짐.,"식사 (조식, 석식, 룸서비스)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
297,2021-01-01,부산,웨스틴 조선 부산,위치,"위치 (산, 해변, 볼거리와 가까움)",,
298,2021-01-01,부산,웨스틴 조선 부산,어릴때 아버지를 따라간 첫 여행지가 조선호텔이였고 바닷가 창문은 벽의 반쯤좁은 문종이로 미닫이 였던 기억을 가진그곳은 늘 아버지를 연상하는 정겨운 곳입니다  나만의 향수가 베어있는 역사의 한페이지여서 세월이 갈수록 소중해 지는 곳입니다,가족,,
299,2021-01-01,부산,웨스틴 조선 부산,멋진 뷰!! 뷰 맛집입니다. 그리고 더베이랑 가까워요!!,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","위치 (산, 해변, 볼거리와 가까움)",
300,2021-01-01,부산,웨스틴 조선 부산,정말좋았아요~ 어린시절 부모님과 왔던 추억으로 재방문!! 약 20년만의 추억을 남기고 있어요!!,가족,,
301,2021-01-01,부산,웨스틴 조선 부산,아침식사 매우 좋았음,"식사 (조식, 석식, 룸서비스)",,
303,2021-01-01,부산,웨스틴 조선 부산,직원분들께서 아주 친절하셔서 매우 좋았습니다.,친절 / 서비스,,
304,2020-12-01,부산,웨스틴 조선 부산,라운지 와인 안주가 좋았음,"식사 (조식, 석식, 룸서비스)",,
305,2020-12-01,부산,웨스틴 조선 부산,부페맛있었어요,"식사 (조식, 석식, 룸서비스)",,
306,2020-11-01,부산,웨스틴 조선 부산,맛은 있으나 가지 수가 다소 부족. 바다(해안)쪽 뷰는 최고.,"식사 (조식, 석식, 룸서비스)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
307,2020-12-01,부산,웨스틴 조선 부산,"3인 가족이 이그제큐티브 패밀리 해변전망으로 2020년 12월 18일~12월20일, 2박3일간 머물렀습니다. 숙소에서 바라다보이는 해안가를 낀 바다 전망이 너무 좋았습니다. 침대에서 일출을 볼 수 있어서 황활했습니다. 2층의 이규제큐티브 라운지에서 아침식사는 맛있고 여유로왔으며, 여기서의 바다 전망도 훌륭했습니다. 이규제큐티브 라운지는 아침식사, afternoon tea, 저녁 happy hour때 아주 유용하게 활용하였습니다. 직원들은 굉장히 친철하였고, 코로아 19기간 이어서 사우나만 이용할 수 있었지만 사우나 시설도 깨끗하고 쾌적하였습니다. 한 마디로 이 번 부산웨스틴 조서호텔에서의 2박3일 가족여행은 성공이었습니다.","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","식사 (조식, 석식, 룸서비스)",룸컨디션(가구 / 시설)
308,2020-12-01,부산,웨스틴 조선 부산,조식은 간단하게먹는데 종류가많았어요 맛도 있었구요 소시지는 조금짰지만 좋았어요,"식사 (조식, 석식, 룸서비스)",,
309,2020-10-01,부산,웨스틴 조선 부산,아침에 눈을 뜨면 바다가 보이고 주변 경관이 너무 아름다웠다는 기억이 머리에 남습니다. 이른 시간에 누리마루 공원을 산책하며 느끼는 여유로움은 다시한번 방문해도 매우 만족할 것 같습니다.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","위치 (산, 해변, 볼거리와 가까움)",
310,2020-07-01,부산,웨스틴 조선 부산,"낡은 느낌은 있지만, 깨끗이 관리되어 청결하고, 친절했음",청결,친절 / 서비스,
311,2020-10-01,부산,웨스틴 조선 부산,1. 제가 가봤던 5성급 호텔중 제일 서비스가 좋았습니다.  2. 해운대 뷰 기대 이상이였습니다. 3. 직원분들의 친절함이 여행하는데 있어 기분이 좋았습니다.  4. 카밀리야 뷔페(점심) 먹었었는데 맛있었습니다.,친절 / 서비스,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","식사 (조식, 석식, 룸서비스)"
312,2020-09-01,부산,웨스틴 조선 부산,위치도 좋고 뷰도 너무좋습니다,"위치 (산, 해변, 볼거리와 가까움)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
313,2020-09-01,부산,웨스틴 조선 부산,조식이 맛있고 푸짐했습니다,"식사 (조식, 석식, 룸서비스)",,
314,2020-09-01,부산,웨스틴 조선 부산,아침식사가 매우 훌륭했고 사우나에서 바라본 부산 바다가 매우 좋았습니다. 앞으로 기회가 된다면 또 가고싶네요 ^^,"식사 (조식, 석식, 룸서비스)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
315,2020-08-01,부산,웨스틴 조선 부산,5성급 호텔이라 감안해도 조식은 좀 비싼것 같아요. 그래도 깨끗하고 뷰 맛집이라 좋았습니다 객실서비스 매우 만족 스럽고 치킨요리는 레젼드 였습니다- 엄마가 치킨맛 때문에 또 가고 싶다고 하네요,룸컨디션(가구 / 시설),"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","식사 (조식, 석식, 룸서비스)"
316,2020-08-01,부산,웨스틴 조선 부산,오랜역사만큼 만족합니다,all,,
317,2020-08-01,부산,웨스틴 조선 부산,하루종일 라운지 이용 사우나 이용 좋았습니다,"부대시설 (수영장, 사우나)",,
318,2020-08-01,부산,웨스틴 조선 부산,오션뷰 전망이 최고이고 비치와의 접근성이 뛰어남 침대와 침구류의 퀄리티가 정말 좋았음,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","위치 (산, 해변, 볼거리와 가까움)",룸컨디션(가구 / 시설)
319,2020-08-01,부산,웨스틴 조선 부산,부산에 투숙했던 호텔중에 뷰가 최고였고 스위트룸으로 업그레이드 해주셔서 더 기억에 남는 투숙했습니다. 성수기여서 로비에 사람이 많았음에도 체크인이 어렵지 않았고 모든 시설 이용 편하게 했습니다. 최고의 투숙👍,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
320,2020-08-01,부산,웨스틴 조선 부산,침구 정말 좋아요+라운지이용두,룸컨디션(가구 / 시설),"부대시설 (수영장, 사우나)",
322,2020-08-01,부산,웨스틴 조선 부산,메뉴등 대체로 좋았슴.,"식사 (조식, 석식, 룸서비스)",,
323,2020-08-01,부산,웨스틴 조선 부산,창문열리는 숙소라 파도 소리 들을 수 있고 해변에서 바로 올라올 수 있어서 좋았어요,"위치 (산, 해변, 볼거리와 가까움)",,
324,2020-07-01,부산,웨스틴 조선 부산,맛있음,"식사 (조식, 석식, 룸서비스)",,
325,2020-07-01,부산,웨스틴 조선 부산,침대가 포근하고 쿠션감 정말 좋았어요  식사도 넘 맛있고 직원분들 다 넘 친절하세요 다시 가고 싶은 곳,룸컨디션(가구 / 시설),친절 / 서비스,
326,2020-07-01,부산,웨스틴 조선 부산,위치가 바다 근처여서 해변을 이용하기에도 좋고 주변 인프라도 잘되어 있어서 만족했습니다. 저녁도 이용했는데 맛이 좋았습니다.,"위치 (산, 해변, 볼거리와 가까움)",인근시설(편의점 / 마트 / 시장),"식사 (조식, 석식, 룸서비스)"
327,2020-07-01,부산,웨스틴 조선 부산,네 아주 맛있었습니다.^^,"식사 (조식, 석식, 룸서비스)",,
328,2020-07-01,부산,웨스틴 조선 부산,다좋음,all,,
329,2020-07-01,부산,웨스틴 조선 부산,"5성급 호텔이지만 꽤 오래되었기 때문에 호텔에서 중후한 멋이 느껴집니다. 최신식의 시설은 아니지만 청결을 우선으로 열심히 관리하는게 느껴졌습니다. 위치, 명성, 청결, 그리고 침대의 편안함. 해운대의 탁트인 전망~ 여름 주말이라 가격도 비싸게 줬지만 그 돈이 아깝지않은 호사였습니다.",청결,룸컨디션(가구 / 시설),"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)"
330,2020-04-01,부산,웨스틴 조선 부산,아침식사 너무 좋았고 서비스가 너무 좋았습니다.,"식사 (조식, 석식, 룸서비스)",친절 / 서비스,
333,2020-07-01,부산,웨스틴 조선 부산,위치도 굳 청결상태도 굳 부산에 간다면 다시 가고 싶은 곳입니다,"위치 (산, 해변, 볼거리와 가까움)",청결,
334,2020-06-01,부산,웨스틴 조선 부산,"그런데도 불구하고 직원 친절도, 호텔 격조, 위치 등 많이 고급스러워 보임",친절 / 서비스,"위치 (산, 해변, 볼거리와 가까움)",
335,2020-06-01,부산,웨스틴 조선 부산,직원분들 친절하고 바다뷰가 최고입니다  창문이 아니라 액자 같더군요,친절 / 서비스,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
336,2020-06-01,부산,웨스틴 조선 부산,동백섬에 위치한 해운대 뷰가 너무 예쁜 최고의 호텔입니다 편안히 휴식하고 왔어요,"위치 (산, 해변, 볼거리와 가까움)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
337,2020-05-01,부산,웨스틴 조선 부산,해변과 가까워 넘 좋았어요,"위치 (산, 해변, 볼거리와 가까움)",,
338,2020-06-01,부산,웨스틴 조선 부산,전망 최고,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
339,2020-06-01,부산,웨스틴 조선 부산,"위치 너무 좋았어요, 동백섬 산책하기도 좋고 특히 뷰 최고에요 직원들 너무 친절했구요","위치 (산, 해변, 볼거리와 가까움)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
340,2020-06-01,부산,웨스틴 조선 부산,아침 맛있고 경치가좋어요,"식사 (조식, 석식, 룸서비스)","뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",
341,2020-06-01,부산,웨스틴 조선 부산,바다가 보이는 전경이 좋았고 환기도 잘되서 좋았고 조식 정말 맛있고  직원분들은 어찌나 친절하고 응대속도가 빠르시던지 아주 만족합니다.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","식사 (조식, 석식, 룸서비스)",친절 / 서비스
343,2020-06-01,부산,웨스틴 조선 부산,숙소너무너무 좋았어요,룸컨디션(가구 / 시설),,
344,2020-06-01,부산,웨스틴 조선 부산,"프레지던트 햄버거가 굉장히 맛있었구요, 최신 시설은 아니지만 청결에 신경써주시는 부분이 좋았습니다.","식사 (조식, 석식, 룸서비스)",,
345,2020-05-01,부산,웨스틴 조선 부산,바다전망 무료 업그레이드 넓은 창으로 보는 바다가 좋았습니다.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
346,2020-06-01,부산,웨스틴 조선 부산,해운대 백사장과 동백섬 산책을 위한 최고의 자리.,"위치 (산, 해변, 볼거리와 가까움)",,
347,2020-06-01,부산,웨스틴 조선 부산,"조식 음식 맛과 질은 좋았음,  동백섬, 더베이 101과는 가까워 산책과 야경보기 좋음.","식사 (조식, 석식, 룸서비스)","위치 (산, 해변, 볼거리와 가까움)",
348,2020-06-01,부산,웨스틴 조선 부산,뷰가 너무 좋아요,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
349,2020-05-01,부산,웨스틴 조선 부산,침구류 좋았어요.,룸컨디션(가구 / 시설),,
350,2020-05-01,부산,웨스틴 조선 부산,기상후 해운대해수욕장바다 전망이. 인상적이었다.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
351,2020-05-01,부산,웨스틴 조선 부산,바닷가 바로 옆 위치로 전망이 열일함. 공원전망도 베이 101쪽 바다가 보여 멋짐 사우나 물이 온천물인듯 바다를 바라보며하는 목욕이 즐거웠음. 식사후 동백섬 산책도 좋았음,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","부대시설 (수영장, 사우나)",
352,2020-05-01,부산,웨스틴 조선 부산,위치랑 숙소에서 풍경 식사 좋았다.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","식사 (조식, 석식, 룸서비스)",
353,2020-05-01,부산,웨스틴 조선 부산,해운대 해변을 입체적으로 바라 볼 수 있어서 참 좋았습니다. 은은하게 들려오는 파도소리가 힐링 리듬으로 다가와서 진정한 휴가를 즐길 수 있어서 행복했습니다.,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)","위치 (산, 해변, 볼거리와 가까움)",
354,2020-05-01,부산,웨스틴 조선 부산,비치전망은 언제나 만족을 주는곳!!! 전망과 친절도는 부산 최고인듯 향후도 부산 여행은 조선호텔에서 직원들의 친절또한 특급호텔에서 느끼는 일반적 서비스를 뛰어넘는 친절함이 몸에 담긴 만족감에 항상 찾고 싶은곳^^,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",친절 / 서비스,
355,2020-04-01,부산,웨스틴 조선 부산,very good^^,all,,
356,2020-04-01,부산,웨스틴 조선 부산,해운대 바다풍경과 모래사장이 한눈에 들어와 너무 기분이 좋았습니다. 또한 저녁풍경이 형형색색 아름다운 빌딩들의 조명으로 아름다운 부산의 밤을 보냈습니다. 아내와 아들과 딸이 가장 좋아했지요.. 큰 점수 얻었습니다.  조만간 다시 추억을 만들러 가겠습니다. 직원들 서비스도 좋았습니다. 최고보다 최선을~~~^^ 웨스틴조선호텔 포에버^^,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",가족,
357,2020-04-01,부산,웨스틴 조선 부산,전망이 좋습니다. 오션뷰,"뷰 (불멍, 물멍, 일몰, 일출, 야경, 자연)",,
