Date,Region,Hotel,room_type,Score,Title,review_positive,review_negative
2019년 9월,부산,에이치에비뉴 호텔 광안리점,"
한실 더블룸 - 바다 전망 
",5.4,"
그럭저럭
",.....전망...?,"- 광안리에서만 놀 것이 아니라면 위치가 매우 애매함
- 상가 건물 위층에 호텔이 있기 때문에 엘베를 공용으로 쓰는데 그것도 몹시 별로임
- 아무 생각없이 결제했는데, 주변에 물어보니 ..아무리 연휴라지만 바가지 썼나 싶을 정도로 슬픈 가격대였음..."
2019년 9월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 더블룸
",10,"
만족스러웠던 숙소
","위치! 서비스 그리고 광안대교뷰
여자 둘이서 간 여행인데 첫째날은 예약한 더블배드에서 묵고, 둘째날은 말씀 드렸더니 흔쾌히 트윈배드가 있는 룸으로 업그레이드 시켜주셨어요. 직원분들 너무 친절하시고 방은 좀 작지만 불편하지 않은 방이었어요 :) 
그리고 저녁에 방에서 보이는 광안대교 뷰가 정말 최고에요.",
2019년 9월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 더블룸
",10,"
강력 추천
","카페 뷰가 참 좋았습니다
아침식사도 간편하고 깔끔하고 맛있었어요~
다음에 꼭 다시 오고 싶네요~^*",
2019년 9월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 킹룸 - 바다 전망
",10,"
뷰 맛집
",광안대교가 한 눈에 보이는 뷰가 너무너무 좋은 객실이었어요!! 인테리어도 깔끔하고 침대도 엄청 커서 진짜 좋았습니다. 직원분들도 친절하셔서 다음에 또 여기 묵으려고 해요! 완전 추천이요,아무래도 바다 바로 앞이라 그런지 버스나 지하철이랑은 거리가 멀어서 그게 조금 불편했는데 택시타고 잘 다녔어요
2019년 9월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 더블룸
",10,"
가성비 너무좋은 숙소
","우선 직원분이 엄청 친절하시고 업션뷰로 업그레이드도 받았네요. 객실도 좋고 우선 바닷가 바로앞이라 위치는 말로 설명할수없을만큼 완벽합니다. 
다음에 재방문 확실하네요",없습니다!! 가성비 최고임
2019년 9월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 더블룸
",10,"
강력 추천
","너무 좋아요~  특히 프론트 근무하시던 서재훈(?) 이라는 잘생긴 직원분 덕분에 잘 쉬다 갑니다. 고객 입장에서 생각해주시고 차분하고 멋지게 응대하시는 모습이 아주 기억에 남네요. 
질높은 서비스를 받고 가는거같아서 아주 만족해요... 또 오고싶어요...
강추","아쉬운점이 없네요;;;
광안리에 오면 무조건 이 호텔입니다!!!"
2019년 8월,부산,에이치에비뉴 호텔 광안리점,"
디럭스 더블룸 - 바다 전망
",4.6,"
실망스러움
",뷰,"디럭스더블룸이라는 방 이름에 걸맞지 않는 방 크기
사진과 달리 너무 좁아서 놀랐음
아무리 휴가철이라지만 평상시 특급호텔가격에 맞먹는 숙박비"
2019년 8월,부산,에이치에비뉴 호텔 광안리점,"
수페리어 트윈룸 - 바다 전망
",10,"
광안리 하면 이곳에서
","우연히 룸업그레이드 시켜주셔서 가장 좋은 방에서 잠을 청하게 되었네요 뷰가 정말 좋은방이였습니다.
새벽에 도착했는데도 친절한 체크인 감사합니다.",
2019년 8월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",10,"
또가야딩
",테라스 시야미쳤구요 짱짱,테라스 있는방은 옆방과 방음이 안댐
2019년 7월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",10,"
뷰는 역시 좋습니다
","호텔 테라스, 객실 모두 뷰가 좋아요",화장실 불이 어두웠고 저희 객실 카드키가 이상했던건지 나갔다가 들어오면 계속 불도 깜빡거렸어요
2019년 7월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",10,"
강력 추천
","정말로 좋았습니다. 뷰와 서비스, 조식 정말 다 완벽했어요. 성수기가 아니여도 정말 진심을 다해서 서비스 해드렸습니다. :D! 정말 추천해요!",없었어요! 정말 없습니다! 뷰와 서비스 모두 완벽했어요!
2019년 7월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",10,"
강력 추천
",엘리베이터 지저분,엘리베이터 지저분
2019년 7월,부산,에이치에비뉴 호텔 광안리점,"
객실 - 체크인 시 배정 
",10,"
전망 깡패
","전망이 정말 좋았다. 광안대교가 한 눈에 보이는 전망, 호텔 바 야외테이블에 앉으면 정말 탁 트인 시야로 바다를 감상할 수 있어서 좋다
그리고 침대가 생각보다도 더 크고 이불도 커서 2인 자는데 불편함 없었음. 쇼파까지 있다.
깔끔하고 정돈 잘 된 분위기라서 이 가격 이 전망에 이 정도 객실이라니 정말 좋다고 생각했음. 호텔 들어서자마자 나는 향도 좋고 다 맘에 든다.","옵션에 싱글베드 2를 선택했는데도 매진이어서 안 됐다는 점이 가장 아쉬움.옵션 매진이라고 미리 알려주면 좋았을텐데.
그리고 엘리베이터가 좀 안 좋고 워낙 한 빌딩에 다른 가게가 많아서 이동할때 시간이 좀 걸린다."
2019년 7월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",10,"
강력 추천
",위치가 좋았습니다. 광안리 해안과 대교가 한 눈에 들어오는 곳입니다. 아침식사가 깔끔했습니다. 전망이 좋은 테라스에서 티 타임을 갖는 것이 환상적이었습니다.,
2019년 6월,부산,에이치에비뉴 호텔 광안리점,"
디럭스 더블룸 - 바다 전망
",10,"
강력 추천
",아침식사도 맜있게 나와서 좋았습니다.,아쉬웠던점은 없었던것같네요
2019년 6월,부산,에이치에비뉴 호텔 광안리점,"
디럭스 킹룸 
",10,"
강력 추천
",광안대교가 가장가까운 호텔임 광안대교가 창문에 곾참 밤에 너무 이쁨 조식도 맛있음 야외바에서 조식먹는데 죽임,기둥이 가렸다
2019년 6월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",10,"
최고의 숙소
",오션뷰가 좋았고 아침이 진짜 맛있었어요!! 아침먹은 곳이 햇살은 따뜻하고 바람은 선선하고 확 트여있는 풍경이 너무 좋아서 집에 가기 싫었어요.,로비에 있는 화장실에 비누가 없었어요.
2019년 5월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 킹룸 - 바다 전망
",3.8,"
나쁨
",조식이 생각보다 잘 나왔다. 숙소를 보고 기대치가 떨어져 있어 씨리얼  정도로 생각했음,"공사중인 테라스, 물이 새고 테이블이 덜컹거려 음식을 쏟음
오션뷰로 예약했는데 조그만 창으로 보임
호텔내에 블렉체리 냄새가 진하다, 싸구려 모텔냄새
시설은 모텔과 다를 바 없었다."
2019년 4월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",4.6,"
실망스러움
",그냥 모텔,그냥 모텔
2019년 4월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 발코니 및 바다 전망
",10,"
강력 추천
",식사 경치 침대 굳,
2019년 4월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",5.0,"
그럭저럭
","횟집들 가까움
해변쪽이지만 바다 풍경을 볼수 있어서","먼지가  좀.
보기엔 좋았으나
테라스쪽이든 바닥에 조금더
그리고 바다전망인 방이였으나
해변쪽 바다라 좀 아쉬웠어요"
2019년 4월,부산,에이치에비뉴 호텔 광안리점,"
수페리어 트윈룸 - 바다 전망
",10,"
강력 추천
","광안리 해변에 위치해서 편했고, 직원도 친절하시고, 방도 컨디션이 너무 좋았어요. 깨끗하고 조용해요~","개선점이라... 욕실.
욕조에 샤워커튼이 있었으면 좋겠어요.
샤워 기가 움직일 때 마다 욕실이 물 바다예요 ㅠ ㅠ"
2019년 2월,부산,에이치에비뉴 호텔 광안리점,"
디럭스 더블룸/트윈룸 - 바다 전망
",10,"
강력 추천
",뷰 오지구 좋았다... 추천스..,웁다..
2019년 2월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 킹룸 - 바다 전망
",4.2,"
실망스러움
",없음,"숙박시설 바로 아래층이 볼링장이라
잠을 한숨도 못잤음!!
다시는 절대로 이용안함!!!!!!!"
2019년 2월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",6.2,"
만족
",라운지바가 가장 좋았습니다,호탤로비까지 가기 힘듦니다
2019년 2월,부산,에이치에비뉴 호텔 광안리점,"
한실 더블룸 - 바다 전망 
",3.3,"
나쁨
",딱히 좋았던 점은 없음,"뷰가 너무다르고 방이 너무 좁아요. 시설도그렇고. 건조하고. 춥고.히터를키면 너무건조하고 끄면 너무춥고....설날에 갔는데 이 가격대였으면 차라리 돈 더주고 좋은 호텔에 갈걸그랬네요. 직원분들도 영.. 
다시는 안올것같아요"
2022년 1월,부산,에이치에비뉴 호텔 광안리점,,7.0,"
좋음
",광안리앞이였던점,극성수기에 간것도 있지만 가격
2021년 3월,부산,에이치에비뉴 호텔 광안리점,,8.0,"
뷰맛집인 거기 다했어요
",멋진뷰를 바라볼 수 있는게 최고,생각보다 먼지가 많았음
2020년 8월,부산,에이치에비뉴 호텔 광안리점,,8.0,"
매우 좋음
","창문 가득 보이는 광안대교 뷰가 아주 멋졌습니다. 가성비로 좋아요~ 
엘리베이터 고장난 것도 몰랐는데 불편하게 해서 죄송하다고 쿠폰도 챙겨주시고 너무 친절합니다!","침구도 깨끗하고 청소도 잘 되어있으나 카페트나 쇼파, 수건 같은 곳에서 낡았다는 느낌을 받을 수 있어요"
2020년 2월,부산,에이치에비뉴 호텔 광안리점,,7.0,"
좋음
","조식이 아주 만족스러웠고, 방은 약간 좁았으나 뷰가 매우 좋았습니다",청소가 끝나지 않아 처음 기대했던 체크인 시간에서 약 한시간 이상을 기다려야 했으나 그에 상응하는 서비스를 주셔서 마음이 풀어졌습니다.
2020년 2월,부산,에이치에비뉴 호텔 광안리점,,8.0,"
매우 좋음
",깔끔하고 조식이 너무 좋았어요..숙박비에 비해 참 좋았어요..,광안대교 뷰 인줄 알았는데 측면이어서 정말 아쉬웠어요
2020년 2월,부산,에이치에비뉴 호텔 광안리점,,8.0,"
매우 좋음
",욕실 사용후 화장실이 너무 물바다가 되어요...,욕실 사용후 화장실이 너무 물바다가 되어요...
2020년 1월,부산,에이치에비뉴 호텔 광안리점,,8.0,"
뷰는 환상적. 뷰만으로도 묵을 가치가 있는 곳
",조식은 가짓수는 적었지만 정말 맛있었고 광안대교 뷰가 정말 환상적이었습니다. 뷰 때문에 또 가고싶은 곳이였어요.,"온풍기라 난방이 골고루 안되었던 점, 침대 매트리스가 푹푹 꺼지는 타입이라 조금 불편했음"
2020년 1월,부산,에이치에비뉴 호텔 광안리점,,8.0,"
매우 좋음
","숙소가 생각보다 넓었고 난방이 잘되어서 좋았음
방음도 괜찮았고 오션뷰가 좋았음",
2019년 11월,부산,에이치에비뉴 호텔 광안리점,,8.0,"
매우 좋음
",편했어요. 조식도 맛있었고 뷰가 굉장히 좋았어요,방음이 많이 안좋아서 밤새 옆방소리에 계속 깼네요
2019년 11월,부산,에이치에비뉴 호텔 광안리점,,9.2,"
최고
",위치가 good~~  방에서의 일출!!  광안대교 야경!!,
2019년 10월,부산,에이치에비뉴 호텔 광안리점,,9.6,"
가성비짱짱
","저녁에 도착하면 주는 왤컴 드링크가 있다는것도 좋고.. 청결하고 아침 조식을 주는 것도 너무 좋았어요. 
조식이 그냥 구색맞춘게 아니고 정말로 맛있고 성의있어서 감동이었어요!",벽이 얇은지.. 방음이 잘 안되요 ㅠㅠ 그래서 귀밝은 사람은 못주무실수도...
2019년 8월,부산,에이치에비뉴 호텔 광안리점,,9.2,뷰만으로도 만족100,방에서 보이는 뷰나 바에서 보이는 뷰가 너무 예뻤고 그외의 다른 부분들은 청결하고 깔끔해서 좋았습니다,화장대 전등의 먼지나 바의 야외테이블의 튀어나온 나무결이 다소 아쉬웠습니다
2019년 8월,부산,에이치에비뉴 호텔 광안리점,,9.2,"
최고
","아침 식사가 맛있었고, 방과 화장실 모두 청결하였음.",창문 근처에 옷걸이 같은 봉이 있었는데 자꾸 부딪쳐서 옷걸이 위치가 아쉬웠음.
2019년 6월,부산,에이치에비뉴 호텔 광안리점,,9.6,"
강력 추천
",음식도 깔끔했고 종류가 엄청 많지는 않지만 간단히 먹기에 아주 좋았습니다.,바닷가인만큼 큰창문이 있어서 좋았는데요 창틀이 가까움에도 불구하고 먼지제거가 잘 되지않아 조금 아쉬웠습니다. 아이가 창틀을 딱 잡았는데 손이 회색이되더라구요.. 손 닿는데는 물티슈로 닦기는 했는데.. 아무래도 창밖을 많이 보는만큼 창틀 주변도 잘 청소해 줬으면 좋겠어요
2019년 6월,부산,에이치에비뉴 호텔 광안리점,,8.8,"
광안리 근처 숙소로 최고!
",혼자 부산여행 하면서 묵을 숙소를 알아보다가 여길 선택했는데 결론적으로 너무 좋았어요. 위치도 민락회센터에서 좀만 걸어들어오면 있었고 바로 앞데 광안리 바다가 있고 객실에서도 해변쪽으로 바다가 보이더라구요 저녁에 방에딸린 베란다? 에 앉아서 파도소리들으며 회먹으니 넘 좋았어요- 이불도 침대도 폭신했고 조식메뉴가 다양하진 않았지만 광안대교를 바라보며 먹는 아침은 최고였어요! 저는 부킹닷컴 통해서 8만원대에 예약했는데 진짜 가격대비 대만족이었습니다!,제가 묵었던 방은 화장실이 진짜 좁더라구요. 근데 이것도 그냥 하루 있다 가는거라 크게 불편하진 않았어요.
2019년 6월,부산,에이치에비뉴 호텔 광안리점,,7.9,"
좋음
","위치가좋으며, 숙소에위치한 버블바가 예뻤습니다.","방이조금좁았고, 
창문이작아 광안대교가보이는뷰가 좁았어요."
2019년 4월,부산,에이치에비뉴 호텔 광안리점,,9.2,"
최고
",제가 묵은 방은 스탠다드 킹룸이였는데 방이 좁다고 느껴졌습니다. 캐리어를 놓기가 조금 불편했어요. 그치만 바다가 보이는 전망이 좋았고 객실도 깨끗했습니다. 무엇보다 침구가 너무 포근하고 좋았습니다! 직원분들도 정말 친절하세요~!,버블바 이용시간이 더 길었으면 좋겠고 어메니티가 너무 부실한 것 같아요^^;
2021년 11월,부산,에이치에비뉴 호텔 광안리점,,4.0,"
다시는 가고 싶지 않는
","바닷가 옆 위치 회센터가 바로 앞이라
편의성이 있음","침대가 너무 후졌고.. 
너무 추워서 이불을 추가 요청 
이불에서 유한락스 냄새가 너무 심하게 
나서 잠을 잘수가 없었음
먼지 끝장 언제 청소를 했는지 
청소상태 불량 
재방문 의사 전혀 없음 
최악 호텔"
2021년 10월,부산,에이치에비뉴 호텔 광안리점,,5.0,"
그럭저럭
",뷰 좋음,방음
2021년 6월,부산,에이치에비뉴 호텔 광안리점,,5.0,"
그럭저럭
",그럼에도 테라스 뷰가 너무좋아서 기분좋아집니다,디럭스 더블룸 광안대교 뷰로 알고 예약했는데 아니어서 아쉬웠어요
2021년 4월,부산,에이치에비뉴 호텔 광안리점,,10,"
폭신폭신한게 아쉽지만 커버가능
",뷰 굿 친절 굿 청결 굿 나머진 괜찮은듯?,베개가 쪼금 딱딱해용 폭신폭신하면 좋았을텐데
2020년 5월,부산,에이치에비뉴 호텔 광안리점,,10,"
강력 추천
","높은 가성비에 위치와 깨끗한 침실에 조용하고 안락한
하루를 보냈습니다.",
2020년 4월,부산,에이치에비뉴 호텔 광안리점,,10,"
강력 추천
",광안대교 보이는 뷰가 좋았고 건물 1층에 스타벅스가 있고 길만 건너면 수변공원이 있어서 산책하기 좋았어요~,"잘때 창가쪽 침대자리가
좀 추웠어요"
2020년 4월,부산,에이치에비뉴 호텔 광안리점,,10,"
훌륭한 전망과 조식
",광안리해변과 광안대교가 보이는 훌륭한 전망. 조식먹는  식당 밖으로 나서면  그냥 바다 위에 있는 것 같습니다.,로비에 방향제가 너무 진해요~
2020년 1월,부산,에이치에비뉴 호텔 광안리점,,10,"
강력 추천
",광안대교뷰와 가격대비 고급스럽고 깨끗한 룸이 너무 너무 마음에 들었어요,
2020년 1월,부산,에이치에비뉴 호텔 광안리점,,10,"
강력 추천
","너무 친절하시고 좋아요, 와인에 조식에 경치까지 완벽하네용",
2020년 1월,부산,에이치에비뉴 호텔 광안리점,,10,"
강력 추천
",호텔도 깨끗하고 위치도 좋아서 참 좋았어요 호텔에서 광안대교가 잘 보여서 참 좋았어요!,
2019년 8월,부산,에이치에비뉴 호텔 광안리점,,10,"
강력 추천
","해변에서 가까워서 해수욕하러 나갔다오기 편리했어요.
그리고 1층에 스타벅스가 있는 점도 모닝커피하기 좋구요.
전동퀵보드 빌려주셔서 한시간 잼있게 탔네요.
조식도 맛있고 뷰도 좋았어요~",방크기가 살짝 작은게 아쉬웠어요.
2019년 8월,부산,에이치에비뉴 호텔 광안리점,,10,"
강력 추천
",바다 전망이 굉장히 좋았습니다.,욕실이 부분이 좀 미흡했습니다. 샤워기 거는 부분이 망가져 있었습니다.
2019년 7월,부산,에이치에비뉴 호텔 광안리점,,10,"
기대이상으로 좋았어요!
",침대도 푹신하고 무엇보다 청결해서 너무 좋았어요! 뷰도 광안리대교가 바로 보였고 방음도 좋아서 시끄럽지않았어요,
2019년 6월,부산,에이치에비뉴 호텔 광안리점,,10,"
강력 추천
","조식도 맛있고 위치도, 직원분들도 모두모두 다 좋았어요",
2019년 4월,부산,에이치에비뉴 호텔 광안리점,,5.8,"
보통
",위치가 좋고 직원분들도 친절하십니다.,화장실휴지가 얼마 안 남은 거 딱 하나있더라고요. 내려가기도 귀찮고 전화하기도 귀찮아서 그냥 방휴지 썼습니다. 화장실 휴지 놓을 자리 두 개나 있던데...이렇기 개선 할 점들이 작게작게 있어서 뭔가 호텔이라고 하기엔 좀 부족하다고 봅니다. 모텔이랑 가까워요.
2019년 4월,부산,에이치에비뉴 호텔 광안리점,,10,"
또 이용할거에요!!
","침구도 뽀송뽀송하고 매트리스도 넘 편하고 좋았어요!
전망도 넘 이뻐서 침실이 바다 위에 있는기분이엇구요 위치도 좋아요ㅎ",
2019년 4월,부산,에이치에비뉴 호텔 광안리점,,5.8,"
보통
",바닷가 바로 앞인 것도 좋았고 직원 분들 응대도 친절하셔서 좋았어요.,침구상태는 좋았지만 먼지가 앉을 만한 곳에 전부 먼지가 있더라구요ㅠㅠ 청결 상태가 좀 아쉬웠어요.
2022년 1월,부산,에이치에비뉴 호텔 광안리점,"
객실 - 체크인 시 배정 
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2022년 1월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 발코니 및 바다 전망
",9.0,"
최고
",작성한 내용이 없습니다,
2022년 1월,부산,에이치에비뉴 호텔 광안리점,"
한실 더블룸 - 바다 전망 
",7.0,"
좋음
",작성한 내용이 없습니다,
2022년 1월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 12월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 발코니 및 바다 전망
",7.0,"
좋음
",작성한 내용이 없습니다,
2021년 12월,부산,에이치에비뉴 호텔 광안리점,"
객실 - 체크인 시 배정 
",9.0,"
최고
",작성한 내용이 없습니다,
2021년 11월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 8월,부산,에이치에비뉴 호텔 광안리점,"
객실 - 체크인 시 배정 
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 8월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",7.0,"
좋음
",작성한 내용이 없습니다,
2021년 8월,부산,에이치에비뉴 호텔 광안리점,"
객실 - 체크인 시 배정 
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 6월,부산,에이치에비뉴 호텔 광안리점,"
한실 더블룸 - 바다 전망 
",7.0,"
좋음
",작성한 내용이 없습니다,
2021년 6월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 6월,부산,에이치에비뉴 호텔 광안리점,"
한실 더블룸 - 바다 전망 
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 6월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",7.0,"
좋음
",작성한 내용이 없습니다,
2021년 5월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2021년 3월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",9.0,"
최고
",작성한 내용이 없습니다,
2021년 2월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",9.0,"
최고
",작성한 내용이 없습니다,
2020년 6월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2020년 8월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 발코니 및 바다 전망
",9.0,"
최고
",작성한 내용이 없습니다,
2020년 7월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 킹룸 - 바다 전망
",7.0,"
좋음
",작성한 내용이 없습니다,
2020년 5월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2020년 5월,부산,에이치에비뉴 호텔 광안리점,"
수페리어 한실 더블룸 - 테라스, 바다 전망
",9.0,"
최고
",작성한 내용이 없습니다,
2020년 6월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 발코니 및 바다 전망
",9.0,"
최고
",작성한 내용이 없습니다,
2020년 6월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2020년 2월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 킹룸 - 바다 전망
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2020년 5월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",7.0,"
좋음
",작성한 내용이 없습니다,
2020년 5월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",9.0,"
최고
",작성한 내용이 없습니다,
2020년 3월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 발코니 및 바다 전망
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2020년 4월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 발코니 및 바다 전망
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2020년 4월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 킹룸 - 바다 전망
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2020년 4월,부산,에이치에비뉴 호텔 광안리점,"
한실 더블룸 - 바다 전망 
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2020년 4월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 바다 전망
",9.0,"
최고
",작성한 내용이 없습니다,
2020년 3월,부산,에이치에비뉴 호텔 광안리점,"
디럭스 더블룸 - 바다 전망
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2020년 3월,부산,에이치에비뉴 호텔 광안리점,"
디럭스 더블룸/트윈룸 - 바다 전망
",9.0,"
최고
",작성한 내용이 없습니다,
2020년 2월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 더블룸
",9.6,"
강력 추천
",작성한 내용이 없습니다,
2020년 2월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",7.0,"
좋음
",작성한 내용이 없습니다,
2020년 2월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 발코니 및 바다 전망
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2020년 2월,부산,에이치에비뉴 호텔 광안리점,"
객실 - 체크인 시 배정 
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2020년 2월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 더블룸
",7.0,"
좋음
",작성한 내용이 없습니다,
2020년 2월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",9.0,"
최고
",작성한 내용이 없습니다,
2020년 1월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 발코니 및 바다 전망
",7.5,"
좋음
",작성한 내용이 없습니다,
2020년 2월,부산,에이치에비뉴 호텔 광안리점,"
객실 - 체크인 시 배정 
",9.2,"
최고
",작성한 내용이 없습니다,
2020년 1월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 발코니 및 바다 전망
",8.8,"
우수함
",작성한 내용이 없습니다,
2020년 1월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",9.6,"
강력 추천
",작성한 내용이 없습니다,
2020년 1월,부산,에이치에비뉴 호텔 광안리점,"
디럭스 더블룸 - 바다 전망
",7.0,"
좋음
",작성한 내용이 없습니다,
2020년 1월,부산,에이치에비뉴 호텔 광안리점,"
객실 - 체크인 시 배정 
",7.0,"
좋음
",작성한 내용이 없습니다,
2019년 12월,부산,에이치에비뉴 호텔 광안리점,"
객실 - 체크인 시 배정 
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2020년 1월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 더블룸
",7.0,"
좋음
",작성한 내용이 없습니다,
2020년 1월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",9.0,"
최고
",작성한 내용이 없습니다,
2020년 1월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 킹룸 - 바다 전망
",8.8,"
우수함
",작성한 내용이 없습니다,
2020년 1월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 더블룸
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2020년 1월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",8.0,"
매우 좋음
",작성한 내용이 없습니다,
2019년 12월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",8.3,"
매우 좋음
",작성한 내용이 없습니다,
2019년 12월,부산,에이치에비뉴 호텔 광안리점,"
수페리어 트윈룸 - 바다 전망
",9.2,"
최고
",작성한 내용이 없습니다,
2019년 11월,부산,에이치에비뉴 호텔 광안리점,"
객실 - 체크인 시 배정 
",7.0,"
좋음
",작성한 내용이 없습니다,
2019년 11월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 킹룸 - 바다 전망
",7.5,"
좋음
",작성한 내용이 없습니다,
2019년 10월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",9.2,"
최고
",작성한 내용이 없습니다,
2019년 10월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 킹룸 - 바다 전망
",7.9,"
좋음
",작성한 내용이 없습니다,
2019년 9월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 킹룸 - 바다 전망
",7.5,"
좋음
",작성한 내용이 없습니다,
2019년 10월,부산,에이치에비뉴 호텔 광안리점,"
객실 - 체크인 시 배정 
",8.3,"
매우 좋음
",작성한 내용이 없습니다,
2019년 10월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",8.3,"
매우 좋음
",작성한 내용이 없습니다,
2019년 9월,부산,에이치에비뉴 호텔 광안리점,"
더블룸 - 테라스
",7.0,"
좋음
",작성한 내용이 없습니다,
2019년 9월,부산,에이치에비뉴 호텔 광안리점,"
더블룸/트윈룸 - 바다 측면 전망 
",9.6,"
강력 추천
",작성한 내용이 없습니다,
2019년 9월,부산,에이치에비뉴 호텔 광안리점,"
스탠다드 킹룸 - 바다 전망
",9.6,"
강력 추천
",작성한 내용이 없습니다,
2019년 8월,부산,에이치에비뉴 호텔 광안리점,"
수페리어 트윈룸 - 바다 전망
",7.9,"
좋음
",작성한 내용이 없습니다,
