region,hotel,date,review_positive,review_negative
yeosu,호텔 더 원,2022년 2월,,"도심지에서 조금 벗어나 조용하게 쉴수있으며 위치가 어항 앞에 있어서 오션뷰를 보이고는 있으나, 침대가 너무나 딱딱하고 숙면을 취하는데 불편을 느꼈음. 나머진 대체로 무난함."
yeosu,호텔 더 원,2022년 1월,오션뷰가 좋았어요 아침에 일출 볼 수 있습니다. 마트랑도 가깝고 ...,
yeosu,호텔 더 원,2022년 1월,가격대비 시설이 좋아요,위치가 메인은 아니네요
yeosu,호텔 더 원,2022년 1월,깔끔하고 넓어요. 바다전망도 너무좋았고 직원분들도 친절했어요,
yeosu,호텔 더 원,2021년 12월,욕조가 있어 추운 날 피로를 풀기 좋았어요,먼지가 구석구석 있었네요 베개냄새도 나요
yeosu,호텔 더 원,2021년 12월,..,",."
yeosu,호텔 더 원,2021년 12월,"부모님과 함께 한 여행이라 침대보다는 온돌방으로 선택했는데, 숙소가 기대 이상으로 깔끔하고 넓었습니다. 아침에도 햇살이 비추는 뷰라서 기분좋게 일어나서 하루를 시작할 수 있었습니다.","욕조가 있는 방으로 알고 있었는데, 온돌방 화장실에는 욕조가 따로 없는 듯 합니다. 이 점 참고하셔서 예약하시면 좋을 듯 합니다."
yeosu,호텔 더 원,2021년 12월,깔끔하고 매트리스가 좋았음. 전망도 괜찮은 편,"스타일러스가 있었지만, 내부관리를 제대로 하지 않아 이용시 오히려 퀘퀘한 냄새가 났음"
yeosu,호텔 더 원,2021년 11월,객실내부가 깨끗하고 직원들이 친절함 가격대비 시설이 좋고 관광지와 가까움,난방온도를 직접 조정하지 못함
yeosu,호텔 더 원,2021년 11월,침구가 깨끗했어요 청결한 숙소여서 맘에 듭니다,자는데 더웠어요 ㅎㅎ
yeosu,호텔 더 원,2021년 11월,숙소가 넓고 청결함. 부대시설이 잘 되어 있음,없음
yeosu,호텔 더 원,2021년 10월,가성비 갓. 넓고 쾌적하고 뷰도 괜찮아요. 위치도 좋아요. 매트리스가 딱딱하다거나 주차공간이 협소하다 같은 몇가지 불편함이 있을수있지만 가격 생각하면 다 좋습니다.,
yeosu,호텔 더 원,2021년 8월,"화장실에 아쉬운 부분이 다소 있었으나 생각보다 방은 굉장히 넓었고 특히 스타일러가 있어서 , 여행 내내 엄청 더웠는데 스타일러로 뽀송뽀송하게 하고 나갈수 있었습니다 저는 생각보다 바다뷰도 좋았어요",1. 변기에 고객님을 위해 소독해두었다는 문구의 띠가 둘러져있었으나 변기에 오줌자국이 떨어져 있어서 조금 찝찝했습니다 샤워기로 금방 씻겨내려갈정도의 얼마 안된 자국이었어요 2. 샴푸용기에 린스를 채워넣어주셔서....바디워시로 머리감았답니다... 3. 욕조에 물을받으니까 물때인지 이물질이 검은게 계속 나와서 조금 찝찝했어요..
yeosu,호텔 더 원,2021년 10월,전면 창이라 뷰도 좋고 방도 넓고 특히 욕실이 넓어서 엄청 만족했습니다. 덕분에 2박 3일 여수 여행이 편안했습니다. 감사합니다.,주차공간이 비좁아서 이건 좀 아쉬웠습니다. ㅎㅎ
yeosu,호텔 더 원,2021년 9월,가성비가 탁월한 수준은 아니지만 나름 괜찮았고 청결하고 가족단위로 묵을만 한 곳이었다,"방에 개미가 좀 있어서 불안했다. 체크아웃 시 개미가 다수 모여서 기어다니다고 신고했는데 무관심한 표정으로 확인해 보겠다는 말만 하고 사과나 개선약속 등은 없어서 의아했다 사실 방 한켠에 개미퇴치제가 있는걸 보고, 어느정도 예상은 했던 것이다"
yeosu,호텔 더 원,2021년 9월,"부모님 모시고 간 여행이였어요. 대형욕조가 있어서  여행피로풀고 다니기에 좋았어요.직원분들 친절하게 응대해 주셨고 ,큰유리에 바다전망이 다보여서 해가뜨고 지는걸 볼수있어요. 여기 객실은 전체가 바다전망입니다. 조식이 안되었지만 근처에 식당,편의점 있어서 편했어요 다만,치킨배달은 문의 드리니 바닥이 카펫이니 조삼해 달라고 하셔서 그러겠다고 말씀드리고 배달 주문했어요. 순살로만 시켰고 먹은 즉시 잘 처리하고 분리수거해써 버렸어요.아들이 프론트에 내려가서 치킨받을시 직원분인지 아닌지눈 잘모르갰지만, 나이가 있는분이 불편한 내색으로 냄새가 난다는 둥 ,쓰레기 잘 버리라는듕 잔소리 하셨네요 다른 지역, 타 호텔과 리조트들에선 자연스런 일들인데~ 그런점은 참 아쉽네요","4인 숙박 예약되어 있으면 수건은 미리 준비해 주세요 프론트에 미리 치킨배달 여부 문의 드리고 가능하다해서 카펫조심하고,음식물 잘 정리하겠다고 말씀드렸고  배달와서 프론트에 내려가자 직원인지 아닌지는 모르겠지만 나이가 있어보이시는 분이 냄새가 나고 여기서 먹으면 안된다고 어쩌니 하면서 불편하게 얘기 하였다함 음식물쓰레기,페트병,완벽히 정리하고 귀가했어요 다른,호텔이나 리조트들에선 치킨 배달이 자연스럽지만 눈차보면서 차킨 먹긴 처음입니다"
yeosu,호텔 더 원,2021년 9월,객실 창문이 통유리로 되어있고 바다를 향하고 있어 좋음,침대가 딱딱한 편임 주차장이 협소함 와이파이가 전혀 안됨
yeosu,호텔 더 원,2021년 9월,6층 방이었는데 바다뷰도 이쁘고 스타일러 포함 욕실 등 시설도 만족스러웠어요! 침대가 딱딱해서 불편했다는 평을 많이 봤는데 너무 푹신한 침대를 선호하지 않아서인지 저와 부모님은 편안히 묵었습니다.,실내슬리퍼가 있긴했지만 바닥카펫트에 얼룩이 있어서 발을 딛을때 신경쓰였어요!
yeosu,호텔 더 원,2021년 9월,바다뷰이긴 하지만 이쁘지 않아요 위치는 움직이기 좋아요 가성비가 좋아요,4인으로 예약했는데 이불한채 추가 받았어요 마루가아닌 카펫이라 신발 신고 다니는곳에 이불 깔수가 없었어요 더블 2개였으면 좋았을것같아요 저희는 2침대 붙여서 4명 잤어요
yeosu,호텔 더 원,2021년 9월,스타일러가 있어서 비에 젖은 옷 말릴 때 너무 좋았어요. 다른 조건도 무난하네요~!!,침대 메트리스가 너무 딱딱해요! 통창이라 아침 소음이 조금 있네요.
yeosu,호텔 더 원,2021년 8월,가격대비 뷰도 괴안고 동네가 한산해서 좋았어요~~^^,조식을 안해서 아쉬워요  시국이 시국이라서 ...
yeosu,호텔 더 원,2021년 7월,"여행지 위치가 정말 좋았고 ,편안하게 쉬었다 가기에 가성비 좋은곳이에요",
yeosu,호텔 더 원,2021년 8월,객실 내부도 깔끔하고 좋았어요,없습니다
yeosu,호텔 더 원,2021년 8월,전망이 일단좋구요 침대가 너무 딱딱해요 돌침대인가란생각이들었어요 남편은 자고일어나면 자꾸 온몸이 아프다고했네요,에어컨이 안되서 에어컨을 우연히 살펴봤는데요 너무더러웠어요 마치 에어컨청소를한번도 안한듯해서 굉장히 찜찜했네요 그리고 당일현장이 더 싸다고는하지만 제가예매한 가격보다 너무차이나서 기분이 좀그랬어요
yeosu,호텔 더 원,2021년 8월,"멋진 바다 뷰가 좋았고, 아침 한적한 어촌 마을을 보고 싶으신 분이라면 만족할만 합니다.  직원분들이 무척 친절하시고요. 침대는 다소 딱딱한 침대를 선호하시는 분에게 좋고,  넓고 쾌적한 욕실에, 거품 목욕을 좋아하신다면... 강추 일단 청소 상태가 매우 좋고요. 낚이지는 않지만 맞은편 이마트 24에서 낚시대를 살수 있어, 시간 많고 여유 많으시다면 바로 앞 공원에서 세월을 낚아보길 추천 드립니다. 아 롯데 몰이 가까이 있어 가족여행객들에게는 도움이 될 듯 합니다.",
yeosu,호텔 더 원,2021년 8월,"바다뷰가 좋았어요. 바로 옆에 롯데몰도 있고, 주유소도 가까워서 편리했어요. 숙소 바로 앞 길 건너에는 이마트24 편의점이 있어서 간단히 식사하기도 좋았답니다. 항구가 바로 앞이라 전경도 좋고 조용했어요.",호텔 주차장이 협소하고 주차대수가 적어서 숙소 앞에 공원에 주차했어요. 체크인 시간이 오후 4시라 너무 늦는 점이 좀 아쉬웠어요. 체크인 시간이 다른 숙소에 비해 너무 늦는 것 같아요. 화장실에 여유 두루마리 휴지가 비치되어 있으면 좋겠어요.
yeosu,호텔 더 원,2021년 8월,통유리창  바다보임  넓은 객실 깨끗한 청소 상태와 에어컨  금연방,바닥이 카펫이라 좀 더럽기도 한데 푹신푹신하고 좋았음
yeosu,호텔 더 원,2021년 8월,위치가 좋았습니다,침대가 딱딱했어요
yeosu,호텔 더 원,2021년 7월,위치좋고 조용하고 화장실이 깨끗하고 마음에 들었어요 가성비 최고의 호텔입니다,침대가 너무 딱딱해요 그거빼고는 다 좋았어요
yeosu,호텔 더 원,2021년 6월,위치. 시설. 친절도. 방 크기. 욕조. 스타일러까지 완벽했어요.,침대가 너무 딱딱했어요.
yeosu,호텔 더 원,2021년 6월,욕실이좋았고 스타일러가있어소좋았습니다,주차장이너무협소하고 조식이 안되어서 조금아쉬웠습니다
yeosu,호텔 더 원,2021년 6월,욕조가 가장 좋았습니다. 그 부분때문에 선택했는데 만족합니다.,"잠깐 머문거라 크게 아쉬운 점은 없었는데, 새벽에 길가에 차소리가 좀 많이 시끄럽더라구요"
yeosu,호텔 더 원,2021년 5월,편안한 욕조가 있어서 좋았어요 객실 내부도 넓고 깔끔해요 위치 좋고 가성비 좋습니다,객실은 좋으나 작은 호텔이어서 부대시설은 없어요 날이 더우니 모기가 있어서 자다 몇번 깨서 세마리나 잡았어요 ㅋ
yeosu,호텔 더 원,2021년 3월,시설이 깨끗하고 공간이 넓었어요. 스타일러 사용도 좋았어요.,
yeosu,호텔 더 원,2021년 3월,비가와서 스타일러가 큰일했습니다 비맞고 옷 말리고 좋았습니다,크게아쉬운 점은 없어요 가격대비 좋은거같네요  전자레인지가 있으면 더좋겠네요
yeosu,호텔 더 원,2021년 2월,화장실 샤워장 화장대분리되어 괜찮았어요,창문이 열리지않아 답답했어요 나머지는 괜찮습니다
yeosu,호텔 더 원,2021년 2월,스파욕조가있어 여행피로 해소에큰도움되었음,햇빛들어올때 객실더움
yeosu,호텔 더 원,2021년 2월,급하게 잡고 간 숙소였는데 깨끗하고 조용하고 좋았어요,화장실문이 없어서 조금 그랬는데 방문이 있어서 가족끼리라 괜찮았음
yeosu,호텔 더 원,2021년 1월,야경 최고 입니다,침대가 거의 평상 수준으로 딱딱해요^^;
yeosu,호텔 더 원,2020년 12월,코로나 때문에 조식이 없어 아쉬웠지만 숙소주변 바닷가 및 공원이 있어 조용하고 뷰가 너무 좋았습니다.,"정말 다 좋았습니다. 직원분도 친절하시고 깨끗하고 수건도 넉넉히 주시고.. 단, 화장실 문이 없는것이 너무 아쉬웠어요 ㅠㅠ 커텐으로만 되어있어서 그 점이 좀 불편했어요."
yeosu,호텔 더 원,2020년 12월,일출이 보입니다.,
yeosu,호텔 더 원,2020년 12월,"가성비쵝오! 로비직원친철, 방청결,깔끔 오션뷰 멋찜!",주변편의시설이용이 좀 멀어서 차타고 이동해야하는 점
yeosu,호텔 더 원,2020년 12월,"가성비쵝오 로비지킴 직원분도 친절하시고 호텔방도 청결,깔끔! 다시 갈 의향 100프로",주변편의시설이 없어 좀 아쉬웠슴!
yeosu,호텔 더 원,2020년 11월,View가 좋고 주변 infrastructure good,침대가 딱딱하고 방이 건조
yeosu,호텔 더 원,2020년 10월,월풀욕조,침대가 좀 딱딱한것?
yeosu,호텔 더 원,2020년 8월,맛집이 근처에 많다,커튼 사이로 햇빛이 들어온다
yeosu,호텔 더 원,2020년 8월,2년전 여수여행에서 이용했던 숙소. 게장골목도 걸어갈수있고 시설깔끔 바다뷰 한가득 스타일러에 제트스파욕조까지 아주좋음,와우 이럴수가.. 아침 7시 정도인가 꽹과리 농악소리가 들리더니 그날 호텔앞에서 무슨 시위가 있었음. 호텔과는 상관없는 시위인데 확성기소리가 웅웅거려 무슨일인지 사연은 모르겠으나 8월내 방문계획이라면 미리알아보고 가길 권함. 예전 숙박시 너무조용하고 꿀잠잤던 기억이있어 다시 선택했으나 예상치 못한 아침시위로 잠을 못잠ㅠㅠ
yeosu,호텔 더 원,2020년 6월,"위치,, 가성비 굿.",
yeosu,호텔 더 원,2020년 8월,,화장실 문이 별도로 필요해요
yeosu,호텔 더 원,2020년 8월,바닷가와 공원이 바로 앞이어서 좋았습니다.,편의시설 조식이 없어서 아쉬웠어요
yeosu,호텔 더 원,2020년 6월,룸컨디션 좋나요,샤워기 상태가 노후화되었고 수압이 많이 약하네요
yeosu,호텔 더 원,2020년 6월,스타일러까지 있다니..,주변에 식사할 곳이 부족
yeosu,호텔 더 원,2020년 5월,깔끔하고 욕실이 좋았음 그리고 객실에 스타일러가 설치되어있어서 너무 유용하게 잘이용했고 뷰도 좋았음 밤엔 더좋았음.,다 좋았으나 호텔주변으로 마땅히 먹을 음식점이라던지 그런데가없어 아쉬웠고 산책로가 아니였음...그리고 다좋았는데 체크아웃할때 외출 퇴실 누르는 버튼이 있어 퇴실을 누르니 키를꽂아두고 가라고 안내멘트가 나와 그대로 퇴실하는데 1층로비에서 남자직원분이 키를 두고 오면 안돼지~ 하면서 짜증스런말투로 말해 좀 기분이안좋았음
yeosu,호텔 더 원,2020년 5월,최근에 인테리어한 느낌이라 깨끗한 이미지임 싼가격에 간거라 가격에 비하면 지낼만 함 월풀과 스타일러 있슴,프론트 사람이 없어 기다렸는데 전기줄 보이는 4층이었고 침대는 심하게 딱딱함 호텔급 서비스는 아님 머리카락도 몇군데서 봄 외부음식 반입금지임 차소리 많이 들림
yeosu,호텔 더 원,2020년 5월,"기대이상으로 룸도, 화장실도 넓고 깨끗했습니다.",침대매트리스가 너무 딱딱했어요 ㅠ.ㅠ
yeosu,호텔 더 원,2020년 5월,"내부가 깨끗이 청소되어 있었으며, 추가 타월도 잘 주셨습니다 그리고 전망은 배리굿입니다",
yeosu,호텔 더 원,2020년 4월,"스타일러가 있어요. 샤워실과 욕조가 따로 있고, 일회성 실내화를 줘서 코로나임에도 안심했어요.","밤에도 도로에 차소리가 많이 들려요. 바다뷰이지만 4층이었는데 바다는 저 멀리 보이고, 시내 도로와 상점들이 더 눈에 들어와요."
yeosu,호텔 더 원,2020년 4월,관광지와 가깝다,"차소리가 들린다,침대가 딱딱하다."
yeosu,호텔 더 원,2020년 3월,방이 넓고 쾌적하며 월풀욕조며 스타일러 등의 최신편의시설이 있어 좋았습니다.,바다 뷰이긴 하지만.. 걸어서 유명장소에 이동하기에는 아쉬움이.. 차를 가지고 다녀야 함이 아쉽고 집근처 편의점이 없네요..
yeosu,호텔 더 원,2020년 3월,단단한 침대 좋아하는편인데 신랑은 괜찮았다고 하고 저는 심하게 딱딱했던거 같아요 룸 업그레이드 해줘서 좋았고 욕실이 좋았어요,주위환경이 너무 횡함~~
yeosu,호텔 더 원,2020년 2월,주변 편의점 2개가 있고 깔끔해요,방이 생각보다 크진 않고 방 와이파이가 안되서 옆방 와이파이 끌어다썼어요..
yeosu,호텔 더 원,2020년 2월,조용하고 편했다,식사 해결문졔가 불편 하였다
yeosu,호텔 더 원,2020년 2월,"9층이라 그런지 경치도 좋았고 편안했습니다. 인근 관광지가 도보로 이동해도 될만큼 가까워서 좋았어요. (돌산공원, 케이블카,하멜등대,포차거리 등등, 아주 가깝지는 않은데 차두고 다니기 적당함, 택시타도 거의 기본요금이라 부담없고) 호텔은 나름 깨끗하고 좋았어요. 경치도 좋았고, 정말 가성비 좋았단 느낌임. 재방문 의사있습니다. 참고로, 호텔주변에 숨겨진 맛집들이 있으니 찾아보시길...",
yeosu,호텔 더 원,2020년 2월,친절한 직원분들과 청결한 객실내에 스타일러까지... 스파도 좋구요. 주변에는 맛집들도 많이 있습니다.,"주요 관광지와는 조금 떨어져 있고 창밖뷰가 좀 어수선, 부대시설이 좀 없었지만 나머지는 다 최곱니다."
yeosu,호텔 더 원,2020년 2월,가족여행이라 부모님께 맞춰 온돌방 예약했는데 4인가족 머물기에 크기도 딱 적당하고 좋았습니다. 어메니티도 알맞게 준비해주시고 깔끔하게 하루 나고 올 수 있었네요. 패밀리룸은 다 낮은층에 배정되어 있는지 모르겠지만 3층을 배정 받아서 오션뷰긴 하지만 딱히 볼 오션뷰는 없었지만 돌산대교가 보여서 좋았어요 :),식당 공사 중으로 조식이 현재 안된다는 걸 체크인 시 미리 알려주셨으면 좋았을텐데 방에서 쉬다가 가족들이 조식 먹고 싶다고해서 신청하러 내려갔더니 그때 안내해주셔서 그게 좀 아쉬웠어요ㅜㅜ
yeosu,호텔 더 원,2020년 1월,위치가 매우 좋다,"객실 담배 냄새가 불편했고, 창에 바닷바람이 부딪히는 소리에 잠을 설쳤다."
yeosu,호텔 더 원,2020년 1월,월풀스파와 오션뷰.,주차장이 부족했던 점.
yeosu,호텔 더 원,2020년 1월,"직원분들 굉장히 친절하셨고, 새벽에 침대에서 해돋이를 볼 수 있어 좋았어요.","세탁은 한거 같긴한데, 베개커버에 얼룩이 있었고, 바닥이 카페트라 좀 찜찜했어요."
yeosu,호텔 더 원,2020년 1월,"숙소가 깨끗하고 넓어서 좋았고 뷰도 너무 좋았습니다~ 자리를 비울때 수건과 청결을 청소해줘서 더욱 좋았고, 연말이라 택시가 안잡혔는데 안내 카운터분이  추운날씨에 호텔밖까지 나와 친절하게 알려주셔서 더욱 감동이였어요~~",드라이기가 좀 약해요ㅠㅠ 세면세족 할 수 있는 비누 말고 폼클렌징이 들어가면 어떨까요??
yeosu,호텔 더 원,2019년 12월,..,..
yeosu,호텔 더 원,2019년 12월,"위치가 걸어서 이동하기에는 어려웠습니다.  돌산대교나 낭만포차까지는 택시로 7000원, 서시장까지는 3500원 정도 지출 됩니다.  식사는 정비 중이었구요 청결이나 서비스는 좋았어요.",위치가 아쉬웠어요.
yeosu,호텔 더 원,2019년 12월,"숙면을 위한 편안한 침대에 하루종일 돌아다니며 구겨진 겉 옷을 새 옷처럼 잡아주는 스타일러까지! 호텔 앞 항구는 떠오르는 아침 해를 바라보며 산보하기 좋고, 유명한 한알관 식당까지 걸어서 5분 거리. 해수피아 짬질방까지 차로 5분. 강추합니다.",중앙난방이라 방에서는 온도 조절이 안됩니다. 커운터에 이야기하면 어느정도 조절해 줍니다. 크게 불편하지는 않아요.
yeosu,호텔 더 원,2019년 11월,깨끗하고 프론트직원도 좋고 스타일러도 있고 욕실도 좋음,침대가 너무 딱딱해서 다음날 하루종일 허리아팠어요
yeosu,호텔 더 원,2019년 11월,서비스도 좋고 깔끔하고 좋습니다~ 가격대비 괜찮은 호텔입니다 여수게장골목과 가까워서 좋아요~ 전면창이어서 뷰는 좋았어요 (불을 다 꺼야 밤에 비침없이 즐길 수 있습니다) 항구여서 완전 깔끔한 바다뷰는 아니에요~,"바닥에 깔린 러그에는 얼룩이 몇개 있었고, 주로 아래쪽이 더럽더라고요~ 설치 된 스타일러는 하필 고장이었네요.. 써보고 싶었는데.. 딱 가성비에 맞는 호텔입니다"
yeosu,호텔 더 원,2019년 11월,깔끔하고 바다가 보이는 뷰,"호텔 위치, 주변에 편의점이없다, 옷장이 없다"
yeosu,호텔 더 원,2019년 11월,시설  친절함,위치
yeosu,호텔 더 원,2019년 11월,방&화장실 넓고 바다도 보이고 만족스러웠습니다.  스타일러가 대박이었구요 ㅎㅎ 부모님 모시고 갔는데 넓고 깨끗 하다고 좋아 하셨어요,크게 불편 한건 아니지만 침대가 많이 딱딱 하더라구요ㅎ
yeosu,호텔 더 원,2019년 10월,옆에큰마트가있어서좋았어요,없습니다
yeosu,호텔 더 원,2019년 10월,스타일러 좋았어요,창문이 바람에 자꾸 열리고 바람 부는 소리 땜에 잠을 설쳤네요
yeosu,호텔 더 원,2019년 10월,호텔 가까이에 맛집식당 소개에 감사드립니다. 식당 만족했습니다.,같은금액의 다른지역 호텔보다 방이 작고 월풀욕조도 작고 월풀이 작아서인지 너무 소리가 커서 사용하기 힘들었다.
yeosu,호텔 더 원,2019년 9월,깨끗하고 조용했다,
yeosu,호텔 더 원,2019년 9월,방 넓음,침대 매트리스가 너무 딱딱해요
yeosu,호텔 더 원,2019년 8월,생각보다 깔끔했고 저는 잠차리도 편앴어요~ 아침도 그런대로 맛나게 잘먹고 아줌마가 매우 친절하게 설명도 잘해주었어요~~ 감사합니다~~ 월풀~~ 최고예요~~~,4명이 투숙했는데.. 안내하는 아가씨 넘 써비스 정신없어요.. 4인 기준이면 물도 치솔도 모두 4명 기준으로해놓았어야하는데..3명 기준으로 했어요~~ 더 달라고하니 호텔 귀정이라면서 일행과 언성이있어서 보기 안좋았어요.. 내가 좀 민망했어요~~ 그것말고는 모두 좋았 습니다~~~
yeosu,호텔 더 원,2019년 8월,일단 숙소전체적으로 깔끔했어요! 어메니티도 훌륭하고 넓은 방과 넓은 화장실 굳굳!! 객실안에 스타일러도 있는거 보고 깜짝 놀랬습니다!,침대 메트리스가 좀 딱딱해요
yeosu,호텔 더 원,2019년 7월,무척 청결하였습니다.,주차장이 다소 좁고 불편
yeosu,호텔 더 원,2019년 8월,"호텔은 깔끔하고 스파욕조가 있어서 좋았고, 주변에 롯데마트와 맛집이 있어서 좋았습니다","침대 매트리스가 약간 딱딱했고, 오션뷰라기엔 약간 애매한 뷰였습니다."
yeosu,호텔 더 원,2019년 8월,조용하고 편안하였음,샤워기의 교체를 요구하였으나 식사후 들어와서 보니 점검을 하지않았음
yeosu,호텔 더 원,2019년 8월,기대 안했는데 숙소도 깨끗하고 위치도 좋았어요 추천해요,
yeosu,호텔 더 원,2019년 8월,욕실이 엄청 넓고 샤워부스가 있어서 좋았어요 스타일러도 설치되어있어서 외출후에는 옷도 청결하게 쌱~~ 정말 좋았어요,패밀리룸(4인가족)예약인데 욕실 수건개수가 너무 적어서 이틀연속 수건을 더 달라고 했어요(직원분께서1층로비로 내려오라고 함) 패밀리룸에 더블침대한개 싱글침대한개 놓여져있더라구요 그럐서 한명은 바닥에서 이불깔고 자야한다는점 4인가족여행시 참고하세요
yeosu,호텔 더 원,2019년 8월,중심부에서 약간 떨어져있어 조용한 환경. 평균보다 훨씬 넓고 쾌적한 객실. 버블욕조.,오션뷰라고 하기에는 너무 아쉬운 뷰. 저층이면 전기줄까지 걸쳐있어 많은걸 포기해야하네요. 침대가 딱딱한것도 불편했어요.
yeosu,호텔 더 원,2019년 8월,전체적으로 깨끗하여 좋은 첫인상을 받음. 침대/침구가 특별하진 않았는데 개인적으로 베개가 매우 편했고 주변에 맛집이나 볼만한 곳이 많았다. (자가용 이용시),제트스파 욕조가 있었는데 모터가 시원치 않은지 물살도 약하고 금방 꺼져버림. 주차장이 넉넉치 않아 (대략 10여대?) 호텔앞 노변에 주차해야 했음.
yeosu,호텔 더 원,2019년 8월,친절한 직원과 스마트한 시설 그리고 청결상태가 매우 양호함으로 편안한 여행이 되었습니다.  게장골목이 가까워서 좋았고 조식도 괜찮았어요.,주차장이 좀 협소한것 같아요.
yeosu,호텔 더 원,2019년 8월,,방과 화장실 문은 있지만 외부 커텐처리 이건 좀
yeosu,호텔 더 원,2019년 8월,깔끔한 시설 바다뷰 멋났어요 모든 시설이 넘 깔끔해서 놀랐어요,침대가 넘 하드하고 편의점이 좀 걸어가야하는정도?
yeosu,호텔 더 원,2019년 8월,스타일러가있어 너무좋았어요,화장실문이없는게 조금신경쓰였어요
yeosu,호텔 더 원,2019년 8월,"시설이 매우 깨끗함. 조식은 선택의 폭이 너무 좁음. 사장님(?)이 직접 계란프라이를 해주시고, 차가 나갈때 직접 도로통제를 해주심.",베드가 너무 딱딱함. 바퀴벌레가 있었음.
yeosu,호텔 더 원,2019년 8월,엄마가 스타일러를 엄청 맘에 들어 하셨어요 ㅎㅎ  전 온돌방으로 갔는데 4명이서 아주 편안하게 지내다 왔습니다.!,사람이 많은 휴가철이라 그런지 주차가 좀 ㅠㅠ
yeosu,호텔 더 원,2019년 8월,깨끗함,주차장이 많이 부족하여 불편 하였습니다.
yeosu,호텔 더 원,2019년 8월,호텔이 깨끗하고 특히 욕실에 대만족입니다.,에어컨 사용이 불편했어요. 밤에 잘 때 춥고 덥고 하여 숙면을 취하지 못했어요. 취침 기능과 디지털식으로 사용자가 현재 에어컨 상태를 확인 가능하면 대만족이겠어요.
yeosu,호텔 더 원,2019년 8월,"하모거리가 가까웠고, 스타일러가 대박.",중심이랑 다소 거리가 있었습니다.
yeosu,호텔 더 원,2019년 8월,전체적으로 깨끗함,침대가 너무 딱딱했으며 주차장이 협소해 주변 길가를 이용해야하는 점이 다소 아쉬움
yeosu,호텔 더 원,2019년 8월,"기대 이상으로 깨끗해서 좋았구요, 여행에 필요한 도구들이 세심하게 잘 갖추어져 완전 편안하게 지낼 수 있었습니다. 주변이 조용하고 조금만 걸어나가면 롯데마트가 있어 먹을거리도 쉽게 사먹을 수 있어요. 다음에도 기회가 되면 다시 찾고 싶네요.","주변에 롯데마트내 던킨 빼고는 커피를 마실 수 있는 곳이 없어 조금 아쉬웠고, 호텔내 커피숍은 규모가 작고 9시 정도에 영업을 마치더라구요. 혹시 이용하실 분들은 참고하세요. 성수기 이용이라 가격이 약간 비싼 점 조금 아쉽지만 위생적인 면과 서비스면을 생각하신다면 강추입니다~"
yeosu,호텔 더 원,2019년 8월,아침 식사 생각보다 좋았어요!!  이모님도 친절하시구 많이 만족하구 좋은 여행하고 갑니다.,
yeosu,호텔 더 원,2019년 8월,성수기 요금이라 조금 부담이었지만 깔끔함에 만족스러웠슴.,조식이 너무 단촐한 느낌.
yeosu,호텔 더 원,2019년 8월,위치도 좋고 넓고 깨끗하고 쾌적해요. 바다뷰도 좋고 호캉스 잘 누리고 갑니다!,조식이 다소 부실
yeosu,호텔 더 원,2019년 7월,쾌적하고 깨끗하고 바로 앞 공원도 있어서 좋았어요. 오션뷰 사진 첨부할께요!,없어요!
yeosu,호텔 더 원,2019년 7월,여수 주요 여행스팟과 차로 5~10분 거리에 있어 편했습니다.,주차장이 좁아요.
yeosu,호텔 더 원,2019년 7월,친절하시고 시설은 깨끗하고 쾌적하고 뷰도 나쁘지 않았어요 기대보다 좋았어요,한가지 아쉬운 점이 있는데요 침대 매트리스가 넘 딱딱해서 평상에서 자고 일어난것 같았어요 저만그런게 아니구 친구들도 그렇다하네요 쿠션감은 좀 빨리 시정해야될것같아요 몸이 묵직하니 무거웠어요 주차장이 좁은것두 아쉬웠네요
yeosu,호텔 더 원,2019년 7월,화장실이 청결했습니다.,
yeosu,호텔 더 원,2019년 6월,편의시설,비싼가격
yeosu,호텔 더 원,2019년 6월,스타일러가 있는 점,"부모님, 조부모님을 보내드린 가족 여행이라서 조식이 한식 쪽이었으면 좋았을 것 같다."
yeosu,호텔 더 원,2019년 7월,친절하고 깨끗하며 기본물품들이 잘 구비되어있었다.,주변에 상가가 없어서 아쉬웠다.
yeosu,호텔 더 원,2019년 6월,없음,가격 대비 비쌈.
yeosu,호텔 더 원,2019년 6월,늦은 시간이었지만 프론트 직원이 친절했고 주차장이 있었어요. 바다가 바로 앞에 있긴 하고 근처에 편의점도 있고 여수구항까지 차 타고 5분? 걸어서는 한 시간 정도 걸리는 거리였어요.,바다가 바로 보이긴 하는데 기대했던 모습도 아니었고 낮은 층이어서 그랬는지는 몰라도 딱히 항구가 보인다는 느낌은 없었어요. 기대보다는 경치가 이쁘지 않습니다. 가격을 생각하면 그리 메리트가 크지 않았어요.
yeosu,호텔 더 원,2019년 5월,깨끗하고 시설도 깔끔했습니다.,굳이 쓰자면 암막커튼을 쳐도 햇빛이 완전히 가려지진않더라구요.
yeosu,호텔 더 원,2019년 5월,"위치 ,주차 ,월풀욕조","수압 , 매트리스가 딱딱함"
yeosu,호텔 더 원,2019년 4월,밖의 뷰,택시잡기
yeosu,호텔 더 원,2019년 5월,"시설이 깔끔하고 스타일러, 고데기 등 너무 편리한 것들 다 있어서 좋았어요~",바다뷰가 수산 공판장이 있는 바다뷰였어요!
yeosu,호텔 더 원,2019년 5월,청결하고 전망좋고,조식이 미흡
